"DispNum3","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","HiAct","HostLev","Recip","NumA","NumB","Ongo2010","StDate","EndDate","incidnum","year","loctext","latitude","longitude","onset"
2744,"25","07",1961,"01","08",1961,1,2,0,14,4,0,1,1,0,"25/25/1961","01/01/1961",2744001,1961,"Fort of Ajuda, Ouidah Dahomey",38.7,-9.2,1
2745,"22","10",1988,"04","11",1988,5,3,-9,16,4,0,1,1,0,"22/22/1988","04/04/1988",2745001,1988,"Border of Indonesia/Papau New Guinea",-5.733333,140.95,1
2746,"04","05",1988,"18","08",1988,7,3,0,15,4,0,1,1,0,"04/04/1988","18/18/1988",2746001,1988,"Spratlys Islands",8.633333,111.9167,1
2747,"08","08",1988,"11","10",1988,5,3,0,15,4,0,1,1,0,"08/08/1988","11/11/1988",2747001,1988,"waters near Burma",16.78333,96.16666,1
2748,"14","11",1988,"14","11",1988,8,4,0,15,4,0,1,1,0,"14/14/1988","14/14/1988",2748001,1988,"Waters of Papua New Guinea",-4,148,1
2749,"20","02",1988,"16","03",1988,1,2,-9,17,4,1,1,1,0,"20/20/1988","16/16/1988",2749001,1988,"Spratly Islands",8.633333,111.9167,1
2750,"29","04",1988,"09","12",1988,5,3,0,16,4,0,1,1,0,"29/29/1988","09/09/1988",2750001,1988,"Taiwan strait",24,119,1
2751,"18","05",1988,"18","05",1988,5,3,0,16,4,0,1,1,0,"18/18/1988","18/18/1988",2751001,1988,"Persia Gulf",27,51,1
2752,"19","04",1988,"19","04",1988,5,3,0,16,4,0,1,1,0,"19/19/1988","19/19/1988",2752001,1988,"Mubarak",24.5,53.68333,1
2753,"10","10",1988,"30","10",1988,5,3,0,16,4,0,1,1,0,"10/10/1988","30/30/1988",2753001,1988,"Swaziland",-26.31667,31.13333,1
2754,"28","03",1988,"21","07",1988,5,3,0,16,4,1,1,1,0,"28/28/1988","21/21/1988",2754001,1988,"Botswana",-24.64639,25.91195,1
2755,"14","02",1988,"14","02",1988,5,3,0,1,2,0,1,1,0,"14/14/1988","14/14/1988",2755001,1988,"Zimbabwe",-17.83333,31.05,1
2756,"08","08",1988,"08","08",1988,5,3,0,16,4,0,1,1,0,"08/08/1988","08/08/1988",2756001,1988,"Angola",-8.838333,13.23444,1
2757,"07","10",1988,"07","10",1988,5,3,0,12,3,0,1,1,0,"07/07/1988","07/07/1988",2757001,1988,"Sudan",15.58806,32.53417,1
2758,"14","05",1988,"14","05",1988,5,3,0,16,4,0,1,1,0,"14/14/1988","14/14/1988",2758001,1988,"Larak Island, Persian Gulf",26.85333,56.35556,1
2759,"07","07",1988,"07","07",1988,5,3,0,16,4,0,1,1,0,"07/07/1988","07/07/1988",2759001,1988,"Persian Gulf",27,51,1
2760,"11","12",1988,"11","12",1988,5,3,1,12,3,0,1,1,0,"11/11/1988","11/11/1988",2760001,1988,"Buffer zone on Cyprus",35.16667,33.36666,1
2761,"28","05",1988,"28","05",1988,5,3,1,17,4,1,1,1,0,"28/28/1988","28/28/1988",2761001,1988,"Atheinou, Cyprus",35.06667,33.54167,1
2762,"27","05",1988,"27","05",1988,5,3,0,16,4,0,1,1,0,"27/27/1988","27/27/1988",2762001,1988,"Persian Gulf",27,51,1
2763,"11","06",1988,"11","06",1988,5,3,0,16,4,0,1,1,0,"11/11/1988","11/11/1988",2763001,1988,"Persian gulf",27,51,1
2764,"14","05",1988,"14","05",1988,5,3,0,16,4,0,1,1,0,"14/14/1988","14/14/1988",2764001,1988,"Larak Island in Persian Gulf",26.85333,56.35556,1
2765,"21","03",1988,"21","03",1988,5,3,0,16,4,0,1,1,0,"21/21/1988","21/21/1988",2765001,1988,"Persian gulf",27,51,1
2766,"20","01",1988,"20","01",1988,5,3,0,1,2,0,1,1,0,"20/20/1988","20/20/1988",2766001,1988,"Persian Gulf",27,51,1
2767,"14","05",1988,"14","05",1988,5,3,0,16,4,0,1,1,0,"14/14/1988","14/14/1988",2767001,1988,"Persian Gulf",27,51,1
2768,"16","08",1988,"16","08",1988,5,3,-9,17,4,1,1,1,0,"16/16/1988","16/16/1988",2768001,1988,"Columbia-Venezuelan border",6.098611,-69.38667,1
2769,"31","01",1988,"31","01",1988,5,3,0,16,4,0,1,1,0,"31/31/1988","31/31/1988",2769001,1988,"Persian Gulf",27,51,1
2770,"09","09",1988,"11","10",1988,5,3,0,16,4,0,1,1,0,"09/09/1988","11/11/1988",2770001,1988,"Costa Rica near border",11.03333,-84.71667,1
2771,"29","09",1988,"29","09",1988,5,3,0,12,3,0,1,1,0,"29/29/1988","29/29/1988",2771001,1988,"Nicaragua/Honduras border",14.09917,-85.53555,1
2772,"19","04",1988,"19","04",1988,5,3,0,16,4,0,1,1,0,"19/19/1988","19/19/1988",2772001,1988,"Persian Gulf",27,51,1
2773,"14","04",1988,"06","05",1988,7,1,0,16,4,0,1,1,0,"14/14/1988","06/06/1988",2773001,1988,"off coast of Newfoundland",45,-53,1
2774,"12","02",1988,"12","02",1988,5,3,0,16,4,0,1,1,0,"12/12/1988","12/12/1988",2774001,1988,"Persian Gulf",27,51,1
2775,"30","12",1988,"04","01",1989,5,3,-9,16,4,1,1,1,0,"30/30/1988","04/04/1989",2775001,1988,"110 km off Libyan coast",31.5,18,1
2776,"20","05",1987,"19","02",1988,6,1,3,17,4,1,1,1,0,"20/20/1987","19/19/1988",2776001,1987,"Sayaboung province Laos",17.96667,102.6,1
2777,"12","04",1987,"04","05",1987,5,3,0,16,4,0,1,1,0,"12/12/1987","04/04/1987",2777001,1987,"waters of Burma",16.78333,96.16666,1
2778,"15","03",1987,"15","06",1987,4,1,0,8,3,1,1,1,0,"15/15/1987","15/15/1987",2778001,1987,"Palk straight",10,79.75,1
2779,"01","06",1987,"25","06",1987,5,3,1,17,4,1,1,1,0,"01/01/1987","25/25/1987",2779001,1987,"Border with Toripura",24,92,1
2780,"15","04",1987,"06","06",1987,5,3,0,7,3,0,1,1,0,"15/15/1987","06/06/1987",2780001,1987,"Spratly Island",8.633333,111.9167,1
2782,"08","06",1987,"30","09",1987,5,3,0,16,4,1,1,1,0,"08/08/1987","30/30/1987",2782001,1987,"Taiwan Straight",24,119,1
2783,"11","10",1987,"11","10",1987,5,3,1,17,4,1,1,1,0,"11/11/1987","11/11/1987",2783001,1987,"Oman S.Yemen boreder area",17.3,52.73333,1
2784,"01","10",1987,"01","10",1987,5,3,0,16,4,0,1,1,0,"01/01/1987","01/01/1987",2784001,1987,"Perisan Gulf",27,51,1
2785,"20","11",1987,"20","11",1987,5,3,0,16,4,0,1,1,0,"20/20/1987","20/20/1987",2785001,1987,"Persian Gulf",27,51,1
2786,"28","07",1987,"28","07",1987,5,3,0,16,4,1,1,1,0,"28/28/1987","28/28/1987",2786001,1987,"Iraq Syria border",34.45,40.91861,1
2787,"08","03",1987,"08","03",1987,5,3,0,1,2,0,1,1,0,"08/08/1987","08/08/1987",2787001,1987,"Turkey Syria border",40.16667,35.76667,1
2788,"21","08",1987,"23","09",1987,5,3,0,16,4,0,1,1,0,"21/21/1987","23/23/1987",2788001,1987,"In Turkey (near Iraqi border)",37.56667,43.73333,1
2789,"06","12",1987,"14","06",1988,5,3,0,16,4,0,1,1,0,"06/06/1987","14/14/1988",2789001,1987,"Persian Gulf",27,51,1
2790,"17","12",1987,"17","12",1987,5,3,0,16,4,0,1,1,0,"17/17/1987","17/17/1987",2790001,1987,"Persian Gulf",27,51,1
2791,"01","10",1987,"01","10",1987,5,3,0,16,4,0,1,1,0,"01/01/1987","01/01/1987",2791001,1987,"Persian Gulf",27,51,1
2792,"02","10",1987,"27","03",1988,5,3,0,16,4,0,1,1,0,"02/02/1987","27/27/1988",2792001,1987,"Persian gulf",27,51,1
2793,"03","09",1987,"02","10",1987,5,3,0,16,4,0,1,1,0,"03/03/1987","02/02/1987",2793001,1987,"Persian Gulf",27,51,1
2794,"02","09",1987,"25","12",1987,5,3,0,16,4,0,1,1,0,"02/02/1987","25/25/1987",2794001,1987,"Persian Gulf",27,51,1
2795,"15","08",1987,"15","08",1987,5,3,0,16,4,0,1,1,0,"15/15/1987","15/15/1987",2795001,1987,"Persian Gulf",27,51,1
2796,"22","05",1987,"22","05",1987,5,3,0,16,4,0,1,1,0,"22/22/1987","22/22/1987",2796001,1987,"Persian Gulf",27,51,1
2797,"11","05",1987,"20","05",1988,5,3,0,16,4,0,1,1,0,"11/11/1987","20/20/1988",2797001,1987,"Kuwait and Kuwaiti waters",29.36972,47.97833,1
2798,"02","08",1987,"24","04",1988,5,3,0,16,4,1,1,1,0,"02/02/1987","24/24/1988",2798001,1987,"Persian Gulf",27,51,1
2799,"01","06",1987,"27","03",1988,5,3,1,16,4,1,1,1,0,"01/01/1987","27/27/1988",2799001,1987,"Turkish Iran border region",38.46611,44.44222,1
2800,"27","12",1987,"27","12",1987,5,3,0,15,4,1,1,1,0,"27/27/1987","27/27/1987",2800001,1987,"Mozambique s.Africa border",-25.46667,31.96667,1
2801,"29","05",1987,"29","05",1987,5,3,0,16,4,0,1,1,0,"29/29/1987","29/29/1987",2801001,1987,"Maputo, Mozambique",-25.96528,32.58917,1
2802,"24","07",1987,"12","08",1987,5,3,-9,17,4,1,1,1,0,"24/24/1987","12/12/1987",2802001,1987,"Ethiopia Sudan border",10.73333,34.78333,1
2803,"05","12",1986,"05","12",1986,5,3,0,16,4,0,1,1,0,"05/05/1986","05/05/1986",2803001,1986,"Eastern Sudan",18.43333,37.73333,1
2804,"20","10",1987,"28","12",1987,6,1,2,17,4,1,1,1,0,"20/20/1987","28/28/1987",2804001,1987,"Kenya Uganda border",2.533333,34.65,1
2805,"03","06",1987,"03","06",1987,5,3,1,17,4,1,1,1,0,"03/03/1987","03/03/1987",2805001,1987,"Northwest Uganda",2.966667,31.4,1
2806,"15","01",1987,"15","01",1987,5,3,-9,17,4,1,1,1,0,"15/15/1987","15/15/1987",2806001,1987,"Mindoulin region of Congo",-4.268333,14.38389,1
2807,"02","05",1987,"02","05",1987,5,3,0,12,3,0,1,1,0,"02/02/1987","02/02/1987",2807001,1987,"Borno State Nigeria",11.5,13,1
2808,"19","06",1987,"15","07",1987,5,3,0,16,4,0,1,1,0,"19/19/1987","15/15/1987",2808001,1987,"Persian Gulf",27,51,1
2809,"01","04",1987,"18","04",1987,5,3,0,7,3,1,1,1,0,"01/01/1987","18/18/1987",2809001,1987,"Western Sahara",27.15361,-13.20333,1
2810,"09","04",1987,"25","04",1987,5,3,0,16,4,0,1,2,0,"09/09/1987","25/25/1987",2810001,1987,".",-25.72,25.52,1
2811,"29","04",1987,"29","04",1987,5,3,0,16,4,0,1,1,0,"29/29/1987","29/29/1987",2811001,1987,"Persian Gulf",27,51,1
2812,"13","08",1987,"05","09",1987,5,3,0,16,4,1,1,1,0,"13/13/1987","05/05/1987",2812001,1987,"Gulf of Venezuela",11.5,-71,1
2813,"13","02",1987,"24","03",1987,7,3,0,16,4,0,1,1,0,"13/13/1987","24/24/1987",2813001,1987,"waters of Argentina",42.50139,-63.99361,1
2814,"21","09",1987,"21","09",1987,5,3,0,7,3,0,2,1,0,"21/21/1987","21/21/1987",2814001,1987,".",-9999,-9999,1
2815,"20","06",1987,"20","06",1987,5,3,0,16,4,0,1,1,0,"20/20/1987","20/20/1987",2815001,1987,"Persian Gulf",27,51,1
2816,"15","06",1987,"15","06",1987,5,3,0,16,4,0,1,1,0,"15/15/1987","15/15/1987",2816001,1987,"Bay of Gdansk",54.66667,19.25,1
2817,"09","06",1987,"29","03",1988,5,3,0,16,4,0,1,1,0,"09/09/1987","29/29/1988",2817001,1987,"Persian Gulf",27,51,1
2818,"10","09",1987,"12","12",1987,5,3,0,16,4,0,1,1,0,"10/10/1987","12/12/1987",2818001,1987,"Persian Gulf",27,51,1
2819,"07","07",1987,"12","11",1987,5,3,0,16,4,0,1,1,0,"07/07/1987","12/12/1987",2819001,1987,"Persian Gulf",27,51,1
2820,"20","08",1987,"20","08",1987,5,3,0,16,4,0,1,1,0,"20/20/1987","20/20/1987",2820001,1987,"Persian Gulf",27,51,1
2821,"03","09",1987,"15","09",1987,5,3,0,16,4,1,1,1,0,"03/03/1987","15/15/1987",2821001,1987,"Persian Gulf",27,51,1
2822,"01","09",1987,"01","09",1987,5,3,0,16,4,0,1,1,0,"01/01/1987","01/01/1987",2822001,1987,"Persian Gulf",27,51,1
2823,"30","06",1987,"11","08",1987,5,3,0,16,4,1,1,1,0,"30/30/1987","11/11/1987",2823001,1987,"Persian Gulf",27,51,1
2824,"16","12",1987,"14","05",1988,5,3,0,16,4,0,1,1,0,"16/16/1987","14/14/1988",2824001,1987,"Persian gulf",27,51,1
2825,"27","06",1987,"27","06",1987,5,3,0,16,4,0,1,1,0,"27/27/1987","27/27/1987",2825001,1987,"Persian Gulf",27,51,1
2826,"21","04",1987,"02","11",1987,5,3,0,16,4,1,1,1,0,"21/21/1987","02/02/1987",2826001,1987,"Persian Gulf",27,51,1
2827,"13","09",1987,"13","09",1987,5,3,0,7,3,0,1,1,0,"13/13/1987","13/13/1987",2827001,1987,"Barents Sea",27,51,1
2828,"23","11",1987,"23","11",1987,5,3,0,16,4,0,1,1,0,"23/23/1987","23/23/1987",2828001,1987,"Persian Gulf",27,51,1
2829,"03","10",1987,"03","10",1987,5,3,0,1,2,0,1,1,0,"03/03/1987","03/03/1987",2829001,1987,"Bulgaria",42.68333,23.31667,1
2830,"14","09",1987,"14","09",1987,5,3,0,16,4,0,1,1,0,"14/14/1987","14/14/1987",2830001,1987,"waters of Bulgaria",42.8347,27.9006,1
2831,"03","01",1987,"03","01",1987,7,3,0,15,4,0,1,1,0,"03/03/1987","03/03/1987",2831001,1987,"waters of Lebanon",33.87194,35.50972,1
2832,"18","05",1987,"04","08",1988,5,3,0,16,4,0,1,1,0,"18/18/1987","04/04/1988",2832001,1987,"Persian Gulf",27,51,1
2833,"14","12",1987,"14","12",1987,5,3,0,16,4,0,1,1,0,"14/14/1987","14/14/1987",2833001,1987,"Persian Gulf",27,51,1
2834,"06","12",1987,"02","07",1988,5,3,0,16,4,1,1,2,0,"06/06/1987","02/02/1988",2834001,1987,".",-9999,-9999,1
2835,"01","08",1878,"01","08",1878,5,3,0,10,3,0,1,1,0,"01/01/1878","01/01/1878",2835001,1878,"Thessaly",39.5,22,1
2836,"25","05",1885,"07","06",1886,3,3,-9,17,4,1,1,1,0,"25/25/1885","07/07/1886",2836001,1885,"Epirus, Greece",39.66667,20.66667,1
2837,"18","05",1896,"06","07",1896,5,3,0,7,3,0,6,1,0,"18/18/1896","06/06/1896",2837001,1896,".",36.63,23.17,1
2838,"14","02",1959,"14","02",1959,5,3,0,8,3,0,1,1,0,"14/14/1959","14/14/1959",2838001,1959,"Waters off Japan and Korea",37.56667,140.75,1
2839,"16","11",1959,"16","11",1959,5,3,0,16,4,0,1,1,0,"16/16/1959","16/16/1959",2839001,1959,"Korea Strait",34,129,1
2840,"17","01",1948,"06","03",1948,5,3,0,16,4,1,2,2,0,"17/17/1948","06/06/1948",2840001,1948,".",-9999,-9999,1
2841,"13","06",1959,"13","06",1959,5,3,0,16,4,0,1,1,0,"13/13/1959","13/13/1959",2841001,1959,"Thailand near Burma border",19.26667,97.93333,1
2842,"21","12",1956,"21","12",1956,5,3,0,12,3,1,1,1,0,"21/21/1956","21/21/1956",2842001,1956,"Goa",15.58333,74,1
2843,"19","04",1956,"19","04",1956,5,3,0,16,4,1,1,1,0,"19/19/1956","19/19/1956",2843001,1956,"Suez Canal Zone",29.91667,32.55,1
2844,"13","02",1956,"13","02",1956,5,3,0,12,3,0,1,1,0,"13/13/1956","13/13/1956",2844001,1956,"Saudi Arabia",24.64083,46.77278,1
2845,"13","12",1957,"18","12",1957,5,3,0,15,4,1,1,1,0,"13/13/1957","18/18/1957",2845001,1957,"Waters near Chile",-52.46667,-69.41666,1
2846,"08","06",1957,"08","06",1957,5,3,0,16,4,0,1,1,0,"08/08/1957","08/08/1957",2846001,1957,"Waters near Albania",41.32306,19.44139,1
2847,"24","03",1955,"19","11",1957,5,3,0,15,4,0,1,1,0,"24/24/1955","19/19/1957",2847001,1955,"Near Keucke Is.",44.02417,138.73,1
2848,"14","04",1957,"14","04",1957,5,3,0,15,4,0,1,1,0,"14/14/1957","14/14/1957",2848001,1957,"Waters near Norway",60.39111,5.324722,1
2849,"29","07",1957,"29","07",1957,5,3,0,12,3,0,1,1,0,"29/29/1957","29/29/1957",2849001,1957,"Czechoslovakia",50.08333,14.46667,1
2850,"19","03",1957,"19","03",1957,5,3,0,12,3,0,1,1,0,"19/19/1957","19/19/1957",2850001,1957,"India",28.6,77.2,1
2852,"04","06",1958,"05","10",1958,5,3,0,15,4,0,1,1,0,"04/04/1958","05/05/1958",2852001,1958,"Kaigiara Island",44.02417,138.73,1
2853,"07","05",1958,"07","05",1958,5,3,0,15,4,0,1,1,0,"07/07/1958","07/07/1958",2853001,1958,"Waters near China",31.195,125.7044,1
2854,"08","06",1958,"19","07",1958,7,3,0,15,4,1,1,1,0,"08/08/1958","19/19/1958",2854001,1958,"East Germany",52.51667,13.4,1
2855,"02","06",1958,"30","06",1958,7,3,0,15,4,1,1,1,0,"02/02/1958","30/30/1958",2855001,1958,"East Germany",52.51667,13.4,1
2856,"16","04",1958,"17","04",1958,5,3,0,16,4,0,1,2,0,"16/16/1958","17/17/1958",2856001,1958,".",-9999,-9999,1
2857,"07","01",1958,"10","01",1958,7,3,0,15,4,0,1,1,0,"07/07/1958","10/10/1958",2857001,1958,"Albania",41.3275,19.81889,1
2858,"01","01",1958,"04","01",1958,7,3,0,15,4,0,1,1,0,"01/01/1958","04/04/1958",2858001,1958,"Albania",41.3275,19.81889,1
2859,"20","03",1959,"11","05",1959,7,3,0,15,4,0,1,1,0,"20/20/1959","11/11/1959",2859001,1959,"Taiwan Straits",24,119,1
2860,"28","03",1959,"28","03",1959,5,3,0,1,2,0,1,1,0,"28/28/1959","28/28/1959",2860001,1959,"Waters near Brazil",-10.32306,-36.33306,1
2861,"27","01",1959,"24","08",1959,5,3,0,15,4,0,1,1,0,"27/27/1959","24/24/1959",2861001,1959,"Near Kuril Is.",46.16667,152,1
2862,"28","02",1959,"28","02",1959,5,3,0,15,4,0,1,1,0,"28/28/1959","28/28/1959",2862001,1959,"Paracel Islands",16.5,112.25,1
2863,"28","02",1959,"06","03",1959,7,3,0,15,4,0,1,1,0,"28/28/1959","06/06/1959",2863001,1959,"Near Luzon",16,121,1
2864,"14","02",1959,"14","02",1959,5,3,0,15,4,0,1,1,0,"14/14/1959","14/14/1959",2864001,1959,"near Leisoja",-9999,-9999,1
2865,"27","08",1958,"05","06",1959,5,3,0,16,4,1,1,1,0,"27/27/1958","05/05/1959",2865001,1958,"North Sea",55.33333,3,1
2866,"11","01",1959,"11","01",1959,5,3,0,15,4,0,1,1,0,"11/11/1959","11/11/1959",2866001,1959,"Waters near Israel",32.06667,34.76667,1
2867,"17","12",1959,"17","12",1959,5,3,0,16,4,0,1,1,0,"17/17/1959","17/17/1959",2867001,1959,"Dominican Republic",18.46667,-69.9,1
2869,"10","04",1959,"12","04",1959,7,3,0,16,4,1,1,1,0,"10/10/1959","12/12/1959",2869001,1959,"Pakistan",24.86667,67.05,1
2870,"19","03",1959,"20","03",1959,7,3,0,16,4,1,1,1,0,"19/19/1959","20/20/1959",2870001,1959,"Switzerland",46.91667,7.466667,1
2871,"16","03",1959,"18","06",1959,5,3,0,12,3,0,1,1,0,"16/16/1959","18/18/1959",2871001,1959,"Iran, near USSR border",35.60305,52.47472,1
2873,"16","07",1960,"07","09",1960,5,3,0,15,4,0,1,1,0,"16/16/1960","07/07/1960",2873001,1960,"Near Kurile Is.",46.16667,152,1
2874,"08","05",1960,"08","05",1960,5,3,0,16,4,0,1,1,0,"08/08/1960","08/08/1960",2874001,1960,"Sea of Japan",43.5,135.75,1
2875,"28","02",1960,"30","06",1960,5,3,0,16,4,1,1,1,0,"28/28/1960","30/30/1960",2875001,1960,"waters off Iceland",64.15,-21.95,1
2876,"08","10",1960,"08","10",1960,5,3,0,12,3,0,1,1,0,"08/08/1960","08/08/1960",2876001,1960,"Austria and West German border",47.58333,12.16667,1
2877,"25","09",1960,"25","09",1960,5,3,0,12,3,0,1,1,0,"25/25/1960","25/25/1960",2877001,1960,"Austria/Italy Border",46.75278,12.42111,1
2878,"25","09",1960,"25","09",1960,5,3,0,12,3,0,1,1,0,"25/25/1960","25/25/1960",2878001,1960,"Austria/Hungary Border",47.47445,16.58167,1
2880,"03","11",1961,"03","11",1961,5,3,0,16,4,0,1,1,0,"03/03/1961","03/03/1961",2880001,1961,"near Arsila",35.46556,-6.040278,1
2882,"11","06",1961,"18","08",1961,5,3,0,15,4,0,1,1,0,"11/11/1961","18/18/1961",2882001,1961,"Near Kuril Islands",46.16667,152,1
2883,"30","05",1961,"31","05",1961,7,3,0,15,4,0,1,1,0,"30/30/1961","31/31/1961",2883001,1961,"Faroe Islands",62,-7,1
2884,"04","04",1961,"04","04",1961,5,3,0,15,4,0,1,1,0,"04/04/1961","04/04/1961",2884001,1961,"Kingying Island",19.57778,107.9203,1
2885,"15","12",1960,"13","04",1961,5,3,0,12,3,0,1,1,0,"15/15/1960","13/13/1961",2885001,1960,"India/Pakistan Border",31.115,74.45472,1
2887,"19","01",1961,"19","01",1961,5,3,0,12,3,0,1,1,0,"19/19/1961","19/19/1961",2887001,1961,"Ifni",29.25,-10.13333,1
2888,"21","06",1962,"08","09",1962,5,3,0,15,4,0,1,1,0,"21/21/1962","08/08/1962",2888001,1962,"Waters near Hokkaido",44,143,1
2889,"13","05",1962,"13","05",1962,5,3,0,15,4,0,1,1,0,"13/13/1962","13/13/1962",2889001,1962,"Sea of Japan",43.5,135.75,1
2890,"11","03",1962,"11","03",1962,5,3,0,12,3,0,1,1,0,"11/11/1962","11/11/1962",2890001,1962,"Guinea/Port. Guinea Border",11.75,-14.21667,1
2891,"17","10",1966,"17","10",1966,5,3,1,16,4,1,1,1,0,"17/17/1966","17/17/1966",2891001,1966,"near Matsu",26.14889,119.9372,1
2892,"06","02",1963,"09","01",1966,5,3,-9,17,4,1,1,1,0,"06/06/1963","09/09/1966",2892001,1963,"Taiwan Strait",24,119,1
2893,"03","12",1963,"03","12",1963,5,3,0,15,4,0,1,1,0,"03/03/1963","03/03/1963",2893001,1963,"Waters near Hokkaido",44,143,1
2894,"17","11",1963,"17","11",1963,5,3,0,15,4,0,1,1,0,"17/17/1963","17/17/1963",2894001,1963,"near Halnahera, indonesia",1.501667,127.7069,1
2895,"27","09",1963,"27","09",1963,5,3,0,15,4,0,1,1,0,"27/27/1963","27/27/1963",2895001,1963,"Waters off South Korea",35.10278,129.0403,1
2896,"27","08",1963,"27","08",1963,5,3,0,15,4,0,1,1,0,"27/27/1963","27/27/1963",2896001,1963,"Baltic Sea",56,18,1
2897,"21","11",1963,"21","11",1963,5,3,-9,16,4,0,1,1,0,"21/21/1963","21/21/1963",2897001,1963,"Northern Iran",38.08,46.29194,1
2898,"04","10",1963,"04","10",1963,5,3,0,16,4,0,1,1,0,"04/04/1963","04/04/1963",2898001,1963,"Czechoslovakia",50.08333,14.46667,1
2899,"15","03",1963,"15","03",1963,5,3,0,12,3,0,1,1,0,"15/15/1963","15/15/1963",2899001,1963,"Bering Straits, Alaska",66,-169,1
2900,"30","11",1964,"30","11",1964,5,3,0,15,4,0,1,1,0,"30/30/1964","30/30/1964",2900001,1964,"waters near China",27.76722,120.8078,1
2901,"17","07",1964,"17","07",1964,5,3,0,16,4,0,1,1,0,"17/17/1964","17/17/1964",2901001,1964,"Black Sea",43,35,1
2902,"19","11",1964,"19","11",1964,5,3,0,15,4,0,1,2,0,"19/19/1964","19/19/1964",2902001,1964,".",54.479,12.791,1
2903,"21","09",1964,"21","09",1964,5,3,0,15,4,0,1,1,0,"21/21/1964","21/21/1964",2903001,1964,"off Cape Lopatka",71.78333,149.8667,1
2904,"30","03",1964,"30","03",1964,5,3,0,16,4,0,1,1,0,"30/30/1964","30/30/1964",2904001,1964,"waters near Indonesia",-5,128,1
2905,"29","01",1964,"29","01",1964,5,3,0,15,4,0,1,1,0,"29/29/1964","29/29/1964",2905001,1964,"waters near South Korea",35.10278,129.0403,1
2906,"19","12",1964,"19","12",1964,5,3,0,16,4,0,1,1,0,"19/19/1964","19/19/1964",2906001,1964,"Egypt (UAR)",30.05,31.25,1
2907,"24","09",1964,"24","09",1964,5,3,0,12,3,0,1,1,0,"24/24/1964","24/24/1964",2907001,1964,"Waters off Sweden",57.5,18.55,1
2908,"11","09",1964,"16","09",1964,5,3,0,12,3,0,1,1,0,"11/11/1964","16/16/1964",2908001,1964,"West Germany",50.73333,7.1,1
2909,"28","01",1964,"10","03",1964,5,3,-9,16,4,0,1,1,0,"28/28/1964","10/10/1964",2909001,1964,"East Germany",52.51667,13.48333,1
2910,"12","06",1965,"12","06",1965,5,3,0,7,3,0,1,1,0,"12/12/1965","12/12/1965",2910001,1965,"Mediterranean Sea",35,20,1
2911,"27","10",1965,"27","10",1965,5,3,0,15,4,0,1,1,0,"27/27/1965","27/27/1965",2911001,1965,"Waters near Hokkaido",44,143,1
2912,"25","04",1965,"25","04",1965,5,3,0,15,4,0,1,1,0,"25/25/1965","25/25/1965",2912001,1965,"waters of South Vietnam",-19.81667,165.5833,1
2913,"05","03",1965,"05","03",1965,5,3,0,15,4,0,1,1,0,"05/05/1965","05/05/1965",2913001,1965,"Indonesia waters",-5,138,1
2914,"11","01",1965,"14","01",1965,5,3,0,15,4,0,1,1,0,"11/11/1965","14/14/1965",2914001,1965,"Banda Sea and near Borneo",-5,128,1
2915,"28","05",1965,"28","05",1965,5,3,0,12,3,0,1,1,0,"28/28/1965","28/28/1965",2915001,1965,"West Germany",50.73333,7.1,1
2916,"28","04",1965,"02","05",1965,5,3,0,16,4,1,1,1,0,"28/28/1965","02/02/1965",2916001,1965,"Japan Sea",43.5,135.75,1
2917,"04","04",1965,"05","04",1965,7,3,0,15,4,0,1,1,0,"04/04/1965","05/05/1965",2917001,1965,"Israel",32.06667,34.76667,1
2918,"25","04",1966,"25","04",1966,5,3,0,16,4,0,1,1,0,"25/25/1966","25/25/1966",2918001,1966,"near Singapore",1.293056,103.8558,1
2919,"14","03",1966,"14","03",1966,5,3,0,15,4,0,1,1,0,"14/14/1966","14/14/1966",2919001,1966,"waters near Korea",35.7,128.0333,1
2920,"22","01",1966,"22","01",1966,5,3,0,15,4,0,1,1,0,"22/22/1966","22/22/1966",2920001,1966,"Yellow Sea",36,124,1
2921,"15","07",1966,"15","07",1966,5,3,0,16,4,0,1,1,0,"15/15/1966","15/15/1966",2921001,1966,"Heringer, West Germany",51.41667,10.83333,1
2922,"17","06",1968,"17","06",1968,5,3,0,15,4,0,1,1,0,"17/17/1968","17/17/1968",2922001,1968,"Waters near Venezuela",11.41667,-67.5,1
2923,"04","05",1968,"18","05",1968,7,1,0,15,4,0,1,1,0,"04/04/1968","18/18/1968",2923001,1968,"waters near Brazil",-10.32306,-36.33306,1
2924,"13","02",1968,"13","02",1968,5,3,0,7,3,0,1,1,0,"13/13/1968","13/13/1968",2924001,1968,"near Egypt",19,39.5,1
2925,"28","09",1968,"08","11",1968,5,3,0,15,4,0,1,1,0,"28/28/1968","08/08/1968",2925001,1968,"Kuril Islands",46.16667,152,1
2926,"30","06",1968,"17","11",1968,7,3,0,15,4,0,1,1,0,"30/30/1968","17/17/1968",2926001,1968,"Hong Kong",22.28333,114.15,1
2927,"22","06",1968,"22","06",1968,5,3,0,15,4,0,1,1,0,"22/22/1968","22/22/1968",2927001,1968,"waters off Argentina",-41.5,-64.25,1
2928,"30","06",1968,"02","07",1968,7,3,0,16,4,0,1,1,0,"30/30/1968","02/02/1968",2928001,1968,"Kuril Island",46.16667,152,1
