"DispNum3","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","HiAct","HostLev","Recip","NumA","NumB","Ongo2010","StDate","EndDate","incidnum","year","loctext","latitude","longitude","onset"
2319,"27","01",1972,"20","04",1972,5,3,0,8,3,1,1,1,0,"27/27/1972","20/20/1972",2319001,1972,"Belize's Carribean Sea",16.8,-87.78333,1
2320,"01","03",1875,"01","10",1875,5,3,0,14,4,0,1,1,0,"01/01/1875","01/01/1875",2320001,1875,"Yungayo District, Peru",-16.03278,-69.43333,1
2321,"01","06",1906,"01","12",1906,5,1,0,14,4,0,1,1,0,"01/01/1906","01/01/1906",2321001,1906,"Madre de Dios area near Puerto Heath",-12.5,-68.66666,1
2322,"24","01",1858,"01","05",1858,4,3,0,15,4,0,1,1,0,"24/24/1858","01/01/1858",2322001,1858,"Chincha Islands",-13.63333,-76.41666,1
2323,"13","07",1982,"24","07",1982,5,3,0,16,4,1,1,1,0,"13/13/1982","24/24/1982",2323001,1982,"Guajira Peninsula, Colombia",12,-71.5,1
2325,"01","11",1979,"01","12",1979,5,1,-9,17,4,1,1,1,0,"01/01/1979","01/01/1979",2325001,1979,"Nicaraguan-Honduran border",14.15,-85.43333,1
2326,"01","09",1977,"01","02",1978,6,1,0,16,4,1,1,1,0,"01/01/1977","01/01/1978",2326001,1977,"Courantyne River",5.95,-57.1,1
2327,"10","08",1976,"10","08",1976,7,3,0,15,4,0,1,1,0,"10/10/1976","10/10/1976",2327001,1976,"Tyre, Lebanon",33.27111,35.19639,1
2328,"01","03",1949,"24","11",1951,5,1,2,16,4,1,1,1,0,"01/01/1949","24/24/1951",2328001,1949,"Yugoslavia-Albania border",42.19695,20.41333,1
2331,"17","07",1958,"22","10",1958,5,3,0,7,3,0,1,2,0,"17/17/1958","22/22/1958",2331001,1958,".",30.49,47.82,1
2332,"15","07",1958,"31","07",1958,5,3,0,8,3,0,1,1,0,"15/15/1958","31/31/1958",2332001,1958,"Iraq-Turkey border",41.06667,32.68333,1
2335,"31","08",1976,"06","09",1976,6,1,0,17,4,1,1,1,0,"31/31/1976","06/06/1976",2335001,1976,"Gulf of Suez",28.16667,33.45,1
2338,"22","01",1901,"28","02",1902,5,3,0,15,4,0,1,1,0,"22/22/1901","28/28/1902",2338001,1901,"Venezuela",10.5,-66.91666,1
2339,"11","12",1948,"09","03",1949,5,1,-9,17,4,1,1,1,0,"11/11/1948","09/09/1949",2339001,1948,"Costa Rica border territory",10.935,-84.68389,1
2340,"19","04",1948,"31","05",1948,5,3,-9,12,3,1,1,1,0,"19/19/1948","31/31/1948",2340001,1948,"Nicaragua-Costa Rica Border",10.935,-84.68389,1
2341,"14","07",1898,"14","08",1898,4,2,0,7,3,0,1,1,0,"14/14/1898","14/14/1898",2341001,1898,".",-9999,-9999,1
2342,"04","06",1902,"25","11",1902,2,2,-9,17,4,1,1,1,0,"04/04/1902","25/25/1902",2342001,1902,"Colombian-Venezuelan border",11.15,-74.11667,1
2343,"03","04",1896,"21","04",1896,7,3,0,15,4,0,1,1,0,"03/03/1896","21/21/1896",2343001,1896,"Puerto Cabello, Venezuela",10.47306,-68.16666,1
2344,"14","08",1962,"14","08",1962,5,3,1,17,4,1,1,1,0,"14/14/1962","14/14/1962",2344001,1962,"Nicaragua-Honduras border",13.91667,-86.13333,1
2346,"12","09",1978,"27","12",1978,5,3,1,17,4,1,1,1,0,"12/12/1978","27/27/1978",2346001,1978,"Nicaragua-Costa Rica border",11.03333,-84.71667,1
2347,"30","04",1981,"06","06",1985,5,3,0,12,3,1,1,2,0,"30/30/1981","06/06/1985",2347001,1981,".",14.01,-85.372,1
2348,"02","08",1982,"26","01",1983,5,3,0,16,4,0,1,1,0,"02/02/1982","26/26/1983",2348001,1982,"Guatemalan-Mexican border",17.56556,-90.59111,1
2349,"28","09",1983,"03","09",1984,5,3,-9,17,4,0,1,1,0,"28/28/1983","03/03/1984",2349001,1983,"Nicaragua-Costa Rican border",11.03333,-84.71667,1
2350,"30","04",1984,"30","04",1984,5,3,0,16,4,0,1,1,0,"30/30/1984","30/30/1984",2350001,1984,"Guatemalan-Mexican border",16.11667,-90.91666,1
2352,"10","07",1985,"11","07",1985,5,3,0,12,3,0,1,1,0,"10/10/1985","11/11/1985",2352001,1985,"Honduras-El Salvador border",14.05,-88.7,1
2353,"07","01",1986,"01","03",1988,5,3,-9,17,4,1,1,2,0,"07/07/1986","01/01/1988",2353001,1986,".",14.01,-85.372,1
2354,"31","01",1986,"01","02",1986,5,3,0,7,3,0,1,1,0,"31/31/1986","01/01/1986",2354001,1986,"Dom. Rep-Haiti border",18.8775,-71.70277,1
2356,"05","06",1986,"05","06",1986,5,3,0,1,2,0,1,1,0,"05/05/1986","05/05/1986",2356001,1986,"Los Monjes Islands",12.41667,-70.91666,1
2357,"02","07",1978,"17","03",1979,6,1,-9,17,4,1,1,1,0,"02/02/1978","17/17/1979",2357001,1978,"Border region between N and S Yemen",16.80778,48.10917,1
2360,"06","04",1965,"24","08",1965,6,1,-9,16,4,1,2,1,0,"06/06/1965","24/24/1965",2360001,1965,".",17.23,47.46,1
2362,"12","05",1967,"14","05",1967,5,3,-9,16,4,0,1,1,0,"12/12/1967","14/14/1967",2362001,1967,"Najran and Qizam S.Arabia",17.5,44.16667,1
2363,"01","07",1918,"15","02",1920,2,3,-9,16,4,1,1,1,0,"01/01/1918","15/15/1920",2363001,1918,"Caucasus and Transcaucasus",40.18333,44.5,1
2364,"01","02",1920,"06","04",1920,2,3,-9,16,4,1,1,1,0,"01/01/1920","06/06/1920",2364001,1920,"Crimea",53.45555,35.18361,1
2365,"23","11",1918,"06","04",1919,2,3,-9,16,4,1,4,1,0,"23/23/1918","06/06/1919",2365001,1918,".",59.9,30.4,1
2366,"28","06",1918,"12","10",1919,2,3,-9,16,4,1,5,1,0,"28/28/1918","12/12/1919",2366001,1918,".",59.9,30.4,1
2367,"01","01",1854,"01","12",1854,3,2,-9,17,4,1,1,3,0,"01/01/1854","01/01/1854",2367001,1854,".",35.06,33.41,1
2368,"28","01",1887,"28","01",1887,5,1,0,4,2,0,1,1,0,"28/28/1887","28/28/1887",2368001,1887,"France",48.83333,2.333333,1
2369,"20","04",1887,"28","04",1887,7,1,0,15,4,0,1,1,0,"20/20/1887","28/28/1887",2369001,1887,"France-near German border",48.58333,7.75,1
2371,"01","03",1946,"16","04",1947,5,3,-9,16,4,1,1,1,0,"01/01/1946","16/16/1947",2371001,1946,"Albania-Greece border",40.14917,20.5975,1
2372,"23","07",1952,"01","07",1952,8,4,1,16,4,1,1,1,0,"23/23/1952","01/01/1952",2372001,1952,"Yugoslav-Albanian border",42.19695,20.41333,1
2373,"05","11",1969,"13","01",1970,5,3,-9,16,4,0,1,1,0,"05/05/1969","13/13/1970",2373001,1969,"Najran S.Arabia",18,45.66667,1
2374,"08","02",1975,"07","04",1975,5,3,0,16,4,1,1,1,0,"08/08/1975","07/07/1975",2374001,1975,"Centa and Melilla",-34.78333,-56.25,1
2540,"20","08",1985,"22","08",1985,5,3,0,8,3,1,1,1,0,"20/20/1985","22/22/1985",2540001,1985,"Gulf of Sidra on Libyan/Tun border",31.5,18,1
2541,"07","03",1984,"07","03",1984,5,3,0,16,4,0,1,1,0,"07/07/1984","07/07/1984",2541001,1984,"Bay of Biscay",44,-4,1
2542,"20","10",1984,"20","10",1984,5,3,0,16,4,0,1,1,0,"20/20/1984","20/20/1984",2542001,1984,"Irish sea",53.66667,-5,1
2543,"24","07",1985,"28","11",1985,5,3,0,16,4,0,1,1,0,"24/24/1985","28/28/1985",2543001,1985,"Irish sea",53.66667,-5,1
2544,"19","07",1985,"19","07",1985,5,3,0,16,4,0,1,1,0,"19/19/1985","19/19/1985",2544001,1985,"Persian Gulf",27,51,1
2545,"10","07",1985,"13","07",1985,5,3,0,16,4,0,1,1,0,"10/10/1985","13/13/1985",2545001,1985,"Persian Gulf",27,51,1
2546,"31","05",1985,"05","06",1985,5,3,1,17,4,1,1,1,0,"31/31/1985","05/05/1985",2546001,1985,"Nicaragua/Costa Rica border",11.03333,-84.71667,1
2547,"30","04",1985,"30","04",1985,5,3,0,16,4,0,1,1,0,"30/30/1985","30/30/1985",2547001,1985,"Persian gulf",27,51,1
2548,"25","03",1985,"25","03",1985,5,3,0,16,4,0,1,1,0,"25/25/1985","25/25/1985",2548001,1985,"Persian gulf",27,51,1
2549,"25","03",1985,"25","03",1985,5,3,0,16,4,0,1,1,0,"25/25/1985","25/25/1985",2549001,1985,"Persian gulf",27,51,1
2550,"22","03",1985,"27","03",1985,7,3,0,16,4,1,1,1,0,"22/22/1985","27/27/1985",2550001,1985,"S.Korean waters near Huxan",34.5,125.3333,1
2551,"19","03",1985,"19","03",1985,5,3,0,16,4,0,1,1,0,"19/19/1985","19/19/1985",2551001,1985,"Persian Gulf",27,51,1
2552,"15","03",1985,"15","03",1985,5,3,0,16,4,0,1,1,0,"15/15/1985","15/15/1985",2552001,1985,"Persian Gulf",27,51,1
2553,"21","02",1985,"21","02",1985,5,3,0,16,4,0,1,1,0,"21/21/1985","21/21/1985",2553001,1985,"Persian Gulf",27,51,1
2554,"20","02",1985,"20","02",1985,5,3,0,16,4,0,1,1,0,"20/20/1985","20/20/1985",2554001,1985,"Persian Gulf",27,51,1
2555,"20","02",1985,"20","02",1985,5,3,0,16,4,0,1,1,0,"20/20/1985","20/20/1985",2555001,1985,"Persian Gulf",27,51,1
2557,"23","09",1985,"03","01",1986,5,3,0,16,4,0,1,1,0,"23/23/1985","03/03/1986",2557001,1985,"Persian Gulf",27,51,1
2558,"07","09",1985,"07","09",1985,5,3,0,16,4,0,1,1,0,"07/07/1985","07/07/1985",2558001,1985,"Persian Gulf",27,51,1
2559,"29","09",1985,"29","09",1985,5,3,0,16,4,0,1,2,0,"29/29/1985","29/29/1985",2559001,1985,".",49.408,13.138,1
2560,"18","10",1985,"18","10",1985,5,3,0,7,3,1,1,1,0,"18/18/1985","18/18/1985",2560001,1985,"Persian Gulf",27,51,1
2561,"10","10",1985,"10","10",1985,5,3,0,16,4,0,1,1,0,"10/10/1985","10/10/1985",2561001,1985,"Persian Gulf",27,51,1
2563,"01","10",1985,"01","10",1985,5,3,0,16,4,0,1,1,0,"01/01/1985","01/01/1985",2563001,1985,"Tunis, Tunisia",36.80278,10.17972,1
2565,"26","08",1986,"26","08",1986,5,3,0,16,4,0,1,1,0,"26/26/1986","26/26/1986",2565001,1986,"Persian Gulf",27,51,1
2566,"27","08",1986,"27","08",1986,5,3,0,1,2,1,1,1,0,"27/27/1986","27/27/1986",2566001,1986,"Kurdistan",37,44,1
2567,"16","08",1986,"16","08",1986,7,3,0,16,4,0,1,1,0,"16/16/1986","16/16/1986",2567001,1986,"South Yemen",16.08333,49.66667,1
2568,"29","07",1986,"29","07",1986,5,3,0,16,4,0,1,1,0,"29/29/1986","29/29/1986",2568001,1986,"Persian Gulf",27,51,1
2570,"19","05",1986,"19","05",1986,5,3,0,16,4,0,1,1,0,"19/19/1986","19/19/1986",2570001,1986,"Zimbabwe",-17.83333,31.05,1
2571,"19","05",1986,"19","05",1986,5,3,0,12,3,0,1,1,0,"19/19/1986","19/19/1986",2571001,1986,"Zambia",-15.41667,28.28333,1
2572,"26","04",1986,"15","06",1986,6,1,0,14,4,0,1,1,0,"26/26/1986","15/15/1986",2572001,1986,"Fasht al Dibal I",37.14083,49.825,1
2573,"16","04",1986,"16","04",1986,5,3,0,17,4,1,1,1,0,"16/16/1986","16/16/1986",2573001,1986,"Nicaragua/Costa Rica border",11.03333,-84.71667,1
2574,"06","04",1986,"01","05",1986,5,3,0,16,4,0,1,1,0,"06/06/1986","01/01/1986",2574001,1986,"Persian Gulf",27,51,1
2575,"02","03",1986,"02","03",1986,5,3,0,16,4,0,1,1,0,"02/02/1986","02/02/1986",2575001,1986,"Persian Gulf",27,51,1
2578,"13","01",1986,"14","01",1986,5,3,0,16,4,1,1,1,0,"13/13/1986","14/14/1986",2578001,1986,"Persian Gulf",27,51,1
2579,"28","05",1986,"28","05",1986,5,3,0,16,4,0,1,1,0,"28/28/1986","28/28/1986",2579001,1986,"Waters of Arg and Falkland Islands",-54.25,-59,1
2580,"06","01",1986,"19","05",1986,5,3,0,16,4,0,1,1,0,"06/06/1986","19/19/1986",2580001,1986,"Botswana",-24.64639,25.91195,1
2583,"12","12",1985,"17","01",1986,6,1,2,17,4,1,1,1,0,"12/12/1985","17/17/1986",2583001,1985,"B.Faso/Mali border",13.96667,-3.033333,1
2584,"17","12",1985,"07","03",1986,5,3,0,16,4,0,1,1,0,"17/17/1985","07/07/1986",2584001,1985,"Persian Gulf",27,51,1
2585,"20","11",1985,"20","01",1986,5,3,0,16,4,0,1,1,0,"20/20/1985","20/20/1986",2585001,1985,"Persian Gulf",27,51,1
2587,"29","08",1986,"29","08",1986,5,3,0,2,2,0,1,5,0,"29/29/1986","29/29/1986",2587001,1986,".",-9999,-9999,1
2588,"03","09",1986,"03","09",1986,5,3,0,16,4,0,1,1,0,"03/03/1986","03/03/1986",2588001,1986,"Persian Gulf",27,51,1
2589,"15","09",1986,"15","09",1986,5,3,0,1,2,0,3,1,0,"15/15/1986","15/15/1986",2589001,1986,".",-9999,-9999,1
2590,"30","04",1983,"30","04",1983,5,3,-9,17,4,1,1,1,0,"30/30/1983","30/30/1983",2590001,1983,"Iran Afganistan border",32.285,60.49889,1
2591,"04","02",1986,"04","02",1986,7,3,0,16,4,0,1,1,0,"04/04/1986","04/04/1986",2591001,1986,"off coast of Cyprus",34.675,33.03333,1
2593,"18","11",1986,"18","11",1986,5,3,0,16,4,0,1,1,0,"18/18/1986","18/18/1986",2593001,1986,"Persian Gulf",27,51,1
2594,"22","10",1986,"22","10",1986,5,3,0,16,4,0,1,1,0,"22/22/1986","22/22/1986",2594001,1986,"Persian Gulf",27,51,1
2595,"02","10",1986,"02","10",1986,5,3,0,16,4,0,1,1,0,"02/02/1986","02/02/1986",2595001,1986,"Persian Gulf",27,51,1
2596,"23","09",1986,"26","11",1986,5,3,0,16,4,1,1,1,0,"23/23/1986","26/26/1986",2596001,1986,"Persian Gulf",27,51,1
2597,"18","09",1986,"22","09",1986,5,3,1,16,4,0,1,1,0,"18/18/1986","22/22/1986",2597001,1986,"Czech German border",50.25139,12.35111,1
2598,"20","03",1986,"21","03",1986,5,3,0,7,3,0,1,1,0,"20/20/1986","21/21/1986",2598001,1986,"Gibraltar",36.13334,-5.35,1
2599,"19","08",1986,"15","12",1986,5,3,0,16,4,0,1,1,0,"19/19/1986","15/15/1986",2599001,1986,"Swaziland",-26.31667,31.13333,1
2600,"10","07",1985,"10","07",1985,5,1,0,16,4,0,1,1,0,"10/10/1985","10/10/1985",2600001,1985,"Auckland New Zealand",-36.86666,174.7667,1
2601,"20","07",1986,"23","07",1986,7,1,0,15,4,0,1,1,0,"20/20/1986","23/23/1986",2601001,1986,"Istanbul",41.01861,28.96472,1
2602,"21","06",1978,"21","06",1978,5,3,1,16,4,1,1,1,0,"21/21/1978","21/21/1978",2602001,1978,"Turkmen Republic, USSR",40,60,1
2603,"11","11",1918,"12","07",1920,2,1,-9,16,4,1,1,2,0,"11/11/1918","12/12/1920",2603001,1918,".",55.67,26.78,1
2604,"03","01",1919,"01","02",1920,2,1,-9,16,4,1,1,4,0,"03/03/1919","01/01/1920",2604001,1919,".",56.859,28.025,1
2605,"22","11",1918,"24","02",1919,2,1,1,16,4,1,1,2,0,"22/22/1918","24/24/1919",2605001,1918,".",58.498,27.688,1
2606,"30","12",1917,"01","10",1920,2,3,-9,16,4,1,6,1,0,"30/30/1917","01/01/1920",2606001,1917,".",42.57,130.55,1
2608,"30","10",1966,"31","10",1966,7,4,0,15,4,0,1,1,0,"30/30/1966","31/31/1966",2608001,1966,"Accra, Guinea",5.55,-0.2166667,1
2610,"21","11",1960,"22","11",1960,5,3,0,12,3,0,1,1,0,"21/21/1960","22/22/1960",2610001,1960,"Zaire",-4.329722,15.315,1
2612,"31","07",1960,"31","07",1960,3,3,0,1,2,0,1,1,0,"31/31/1960","31/31/1960",2612001,1960,"Zaire",-4.329722,15.315,1
2615,"11","10",1972,"11","10",1972,5,3,0,16,4,0,1,1,0,"11/11/1972","11/11/1972",2615001,1972,"Burundi",-3.374444,29.35806,1
2616,"14","01",1971,"24","03",1971,6,1,0,16,4,1,1,1,0,"14/14/1971","24/24/1971",2616001,1971,"Senegalese-Gambian frontier",13.45306,-16.5775,1
2617,"13","07",1973,"22","07",1973,4,1,-9,17,4,1,1,1,0,"13/13/1973","22/22/1973",2617001,1973,"Burundian-Tanzanian border",-2.844445,30.34028,1
2619,"29","04",1971,"05","10",1971,6,3,1,16,4,1,1,1,0,"29/29/1971","05/05/1971",2619001,1971,"Near Mokambo,Zaire",-12.41667,28.35,1
2620,"21","08",1971,"19","08",1972,6,1,0,15,4,1,1,1,0,"21/21/1971","19/19/1972",2620001,1971,"Zairean-Congolese border",-4.329722,15.315,1
2621,"07","07",1971,"16","08",1971,6,1,0,7,3,0,1,1,0,"07/07/1971","16/16/1971",2621001,1971,"Ugandan-Rwanda border",-1.3258,30.1683,1
2622,"20","04",1971,"20","04",1971,5,3,0,1,2,0,1,1,0,"20/20/1971","20/20/1971",2622001,1971,"Ugandan-Sudanes border",3.6,32.05,1
2623,"25","07",1963,"22","11",1963,5,3,0,8,3,0,1,1,0,"25/25/1963","22/22/1963",2623001,1963,"Preah Vihear",14.4,104.8333,1
2624,"26","12",1964,"06","01",1965,5,3,1,17,4,1,1,1,0,"26/26/1964","06/06/1965",2624001,1964,"Koh Kong Island",11.33333,103.0833,1
2625,"14","04",1949,"19","07",1949,5,3,0,16,4,1,1,1,0,"14/14/1949","19/19/1949",2625001,1949,"Kashmir",34.56667,74.75,1
2626,"04","10",1952,"02","11",1952,5,3,0,16,4,1,1,1,0,"04/04/1952","02/02/1952",2626001,1952,"Kashmir",34.56667,74.75,1
2627,"18","03",1956,"26","03",1956,5,3,2,17,4,1,1,1,0,"18/18/1956","26/26/1956",2627001,1956,"Punjab",31,72,1
2628,"10","11",1958,"02","08",1959,5,1,2,17,4,1,1,1,0,"10/10/1958","02/02/1959",2628001,1958,"Assam",26,93,1
2629,"06","01",1962,"27","04",1962,5,3,0,7,3,1,1,1,0,"06/06/1962","27/27/1962",2629001,1962,"Kashmir",31.34222,74.36528,1
2630,"16","10",1963,"16","10",1963,5,3,0,1,2,0,1,1,0,"16/16/1963","16/16/1963",2630001,1963,"Kashmir",31.34222,74.36528,1
2631,"01","01",1965,"30","06",1965,5,1,4,17,4,1,1,1,0,"01/01/1965","30/30/1965",2631001,1965,"Rann of Kutch",24,70,1
2632,"01","04",1966,"01","08",1966,5,3,0,11,3,0,1,1,0,"01/01/1966","01/01/1966",2632001,1966,"Kashmir",31.34222,74.36528,1
2633,"01","03",1969,"30","03",1969,5,3,1,17,4,1,1,1,0,"01/01/1969","30/30/1969",2633001,1969,"Cooch Behar, West Bengal",26.31667,89.43333,1
2634,"12","08",1969,"17","03",1970,5,1,0,16,4,1,1,1,0,"12/12/1969","17/17/1970",2634001,1969,"Air space above Northern India",30.31667,78.03333,1
2635,"20","12",1969,"21","12",1969,5,3,-9,17,4,1,1,1,0,"20/20/1969","21/21/1969",2635001,1969,"Malda district, West Bengal",25,88,1
2637,"15","07",1970,"15","07",1970,5,3,0,1,2,0,1,1,0,"15/15/1970","15/15/1970",2637001,1970,"Kashmir",31.34222,74.36528,1
2638,"05","05",1972,"05","05",1972,6,1,3,17,4,1,1,1,0,"05/05/1972","05/05/1972",2638001,1972,"Kashmir",31.34222,74.36528,1
2639,"07","07",1981,"03","11",1981,5,3,2,17,4,1,1,1,0,"07/07/1981","03/03/1981",2639001,1981,"Kashmir",34.30667,71.80278,1
2640,"08","09",1982,"08","09",1982,5,3,0,8,3,0,1,1,0,"08/08/1982","08/08/1982",2640001,1982,"Kashmir",34.30667,71.80278,1
2641,"20","10",1983,"01","01",1984,5,3,1,17,4,1,1,1,0,"20/20/1983","01/01/1984",2641001,1983,"Kashmir",34.30667,71.80278,1
2642,"25","06",1984,"30","08",1984,5,3,2,17,4,1,1,1,0,"25/25/1984","30/30/1984",2642001,1984,"Nobra Valley-Siachen glacier (Kashmir)",35.18333,77.2,1
2643,"17","01",1985,"07","10",1985,5,3,2,17,4,1,1,1,0,"17/17/1985","07/07/1985",2643001,1985,"Siachen glacier",35.18333,77.2,1
2644,"14","10",1986,"15","11",1986,5,3,0,16,4,0,1,1,0,"14/14/1986","15/15/1986",2644001,1986,"Kashmir",34.30667,71.80278,1
2645,"18","02",1915,"11","11",1918,8,3,0,16,4,0,1,1,0,"18/18/1915","11/11/1918",2645001,1915,"North Sea, Baltic Sea",55.33333,3,1
2646,"19","05",1918,"11","11",1918,8,3,0,18,4,0,1,1,0,"19/19/1918","11/11/1918",2646001,1918,".",-9999,-9999,1
2647,"23","04",1918,"11","11",1918,8,3,0,18,4,0,1,1,0,"23/23/1918","11/11/1918",2647001,1918,".",-9999,-9999,1
2648,"11","01",1916,"11","07",1916,5,3,0,14,4,0,1,1,0,"11/11/1916","11/11/1916",2648001,1916,"Corfu",39.66667,19.75,1
2649,"09","02",1917,"11","11",1918,8,3,0,18,4,0,1,2,0,"09/09/1917","11/11/1918",2649001,1917,".",-9999,-9999,1
2683,"26","03",1887,"30","04",1887,4,3,0,7,3,0,1,1,0,"26/26/1887","30/30/1887",2683001,1887,"Coast of Haiti-Tortuga island",20.05,-72.95,1
2700,"01","07",1919,"25","10",1919,3,3,0,16,4,1,1,1,0,"01/01/1919","25/25/1919",2700001,1919,"Amur River",52.93333,141.1667,1
2701,"20","08",1919,"25","10",1919,5,3,0,7,3,0,1,1,0,"20/20/1919","25/25/1919",2701001,1919,"Amur River",52.93333,141.1667,1
2702,"01","08",1919,"25","10",1919,7,3,0,15,4,0,1,1,0,"01/01/1919","25/25/1919",2702001,1919,"Amur River",52.93333,141.1667,1
2703,"13","09",1945,"15","09",1945,4,3,0,7,3,1,1,1,0,"13/13/1945","15/15/1945",2703001,1945,"Xinjiang Province",35.61278,111.2178,1
2704,"06","10",1945,"03","05",1946,8,4,0,14,4,0,1,1,0,"06/06/1945","03/03/1946",2704001,1945,"Manchuria",45.75,126.65,1
2706,"22","04",1962,"01","09",1962,5,3,-9,17,4,1,1,1,0,"22/22/1962","01/01/1962",2706001,1962,"Xingjiang province",35.61278,111.2178,1
2707,"15","10",1964,"15","04",1965,5,3,0,12,3,1,1,1,0,"15/15/1964","15/15/1965",2707001,1964,"china-ussr border",53.29389,120.8903,1
2708,"01","12",1965,"15","01",1966,5,3,0,7,3,0,1,1,0,"01/01/1965","15/15/1966",2708001,1965,"border, Mongolia",47.91667,106.9167,1
2709,"26","01",1967,"12","02",1967,3,3,0,16,4,1,1,1,0,"26/26/1967","12/12/1967",2709001,1967,"Beijing",39.92889,116.3883,1
2710,"10","08",1967,"17","08",1967,7,3,0,15,4,0,1,1,0,"10/10/1967","17/17/1967",2710001,1967,"Darien, Beijing",38.91222,121.6022,1
2711,"01","08",1968,"28","09",1968,5,3,0,12,3,1,1,1,0,"01/01/1968","28/28/1968",2711001,1968,"china-ussr border",53.29389,120.8903,1
2712,"01","09",1973,"01","09",1973,5,3,0,12,3,0,1,1,0,"01/01/1973","01/01/1973",2712001,1973,"Mongolia",47.91667,106.9167,1
2713,"01","12",1974,"01","12",1974,5,3,-9,17,4,1,1,2,0,"01/01/1974","01/01/1974",2713001,1974,".",49.95,116.95,1
2714,"04","07",1977,"05","08",1977,5,3,0,17,4,1,1,1,0,"04/04/1977","05/05/1977",2714001,1977,"Xiajiang province",25.75556,108.6919,1
2715,"11","03",1978,"09","05",1978,5,3,0,17,4,1,1,1,0,"11/11/1978","09/09/1978",2715001,1978,"Amur and Ussuri Rivers",52.93333,141.1667,1
2716,"27","01",1979,"14","02",1980,5,3,1,17,4,1,1,1,0,"27/27/1979","14/14/1980",2716001,1979,"Xinjiang province",35.61278,111.2178,1
2717,"05","10",1980,"29","10",1980,5,3,1,17,4,1,1,1,0,"05/05/1980","29/29/1980",2717001,1980,"Argun River, Xinjiang Province",53.33333,121.4667,1
2718,"12","07",1986,"12","07",1986,5,3,1,17,4,1,1,1,0,"12/12/1986","12/12/1986",2718001,1986,"Amur, Ussuri Rivers",52.43333,141.1667,1
2721,"12","07",1871,"12","01",1872,6,1,0,14,4,0,1,1,0,"12/12/1871","12/12/1872",2721001,1871,"Sakhalin Island",51,143,1
2722,"28","04",1920,"23","09",1921,3,1,0,14,4,0,1,1,0,"28/28/1920","23/23/1921",2722001,1920,"Sakhalin Island",51,143,1
2724,"26","02",1936,"01","04",1936,5,3,0,7,3,1,1,1,0,"26/26/1936","01/01/1936",2724001,1936,"Amur",52.93333,141.1667,1
2725,"10","08",1945,"10","08",1945,9,4,-9,21,5,1,1,1,0,"10/10/1945","10/10/1945",2725001,1945,"Nomahan",45.30917,137.1644,1
2726,"01","04",1975,"18","06",1975,5,3,0,7,3,0,1,1,0,"01/01/1975","18/18/1975",2726001,1975,"Sea of Okhotsk",55,150,1
2727,"20","05",1978,"02","10",1979,5,3,0,7,3,1,1,1,0,"20/20/1978","02/02/1979",2727001,1978,"Kurile Islands",46.16667,152,1
2728,"12","11",1984,"23","11",1984,5,3,0,7,3,1,1,1,0,"12/12/1984","23/23/1984",2728001,1984,"Kurile Islands",46.16667,152,1
2729,"22","04",1963,"22","10",1963,5,3,0,15,4,0,1,1,0,"22/22/1963","22/22/1963",2729001,1963,"Quan Phu Quoe",19.93333,105.5167,1
2730,"20","11",1962,"20","11",1962,5,3,0,12,3,0,1,1,0,"20/20/1962","20/20/1962",2730001,1962,"Parrots Beak",10.92583,106.1011,1
2731,"19","03",1960,"19","03",1960,5,3,0,1,2,0,1,1,0,"19/19/1960","19/19/1960",2731001,1960,"Quan Phu Quac Island",19.93333,105.5167,1
2732,"20","06",1959,"20","06",1959,5,3,1,17,4,1,1,1,0,"20/20/1959","20/20/1959",2732001,1959,"Parrots Beak",10.92583,106.1011,1
2733,"02","03",1916,"02","03",1916,3,3,0,4,2,0,1,1,0,"02/02/1916","02/02/1916",2733001,1916,".",-9999,-9999,1
2734,"10","08",1987,"04","02",1988,5,3,0,16,4,0,1,1,0,"10/10/1987","04/04/1988",2734001,1987,"Persian Gulf",27,51,1
2735,"02","09",1987,"02","09",1987,5,3,-9,17,4,1,1,1,0,"02/02/1987","02/02/1987",2735001,1987,"Near Barra del Colorado",-6.516667,-79.71667,1
2736,"29","11",1987,"30","12",1987,5,3,0,8,3,0,1,1,0,"29/29/1987","30/30/1987",2736001,1987,"Dominican Republic/Haiti border",18.8775,-71.70277,1
2737,"17","03",1987,"17","03",1987,5,3,0,1,2,0,1,1,0,"17/17/1987","17/17/1987",2737001,1987,"Near Newfoundland",45,-53,1
2738,"01","04",1987,"01","06",1988,5,3,0,16,4,1,1,1,0,"01/01/1987","01/01/1988",2738001,1987,"territorial waters of Sweden",57.06667,9.6,1
2739,"17","05",1987,"18","05",1987,5,3,2,16,4,1,1,1,0,"17/17/1987","18/18/1987",2739001,1987,"Persian Gulf",27,51,1
2740,"27","01",1987,"03","07",1988,5,3,-9,16,4,1,1,1,0,"27/27/1987","03/03/1988",2740001,1987,"Persian Gulf",27,51,1
2741,"24","09",1987,"08","04",1988,5,3,0,15,4,1,1,1,0,"24/24/1987","08/08/1988",2741001,1987,"Panama",27,51,1
2742,"01","05",1987,"01","05",1987,5,3,0,7,3,0,1,1,0,"01/01/1987","01/01/1987",2742001,1987,"Cuba",23.13194,-82.36417,1
2743,"06","08",1978,"08","08",1978,5,3,0,8,3,0,1,1,0,"06/06/1978","08/08/1978",2743001,1978,"Egyptian/Libyan border",29.2,25.51667,1
